label	iVecCoun	dRadius	dCohIndex	vardRadius	vardCohIndex	d_varRad	d_varCoh	da5Radius_v0	da5Radius_v1	da5Radius_v2	da5Radius_v3	da5Radius_v4	da5Radius_f0	da5Radius_f1	da5Radius_f2	da5Radius_f3	da5Radius_f4	da5Radius_%0	da5Radius_%1	da5Radius_%2	da5Radius_%3	da5Radius_%4	dCos	dSin	da5Degree_v0	da5Degree_v1	da5Degree_v2	da5Degree_v3	da5Degree_v4	da5Degree_f0	da5Degree_f1	da5Degree_f2	da5Degree_f3	da5Degree_f4	da5Degree_%0	da5Degree_%1	da5Degree_%2	da5Degree_%3	da5Degree_%4	iRGBTotal	iRMean	iGMean	iBMean	d_luminance	ia5R_v0	ia5R_v1	ia5R_v2	ia5R_v3	ia5R_v4	ia5R_f0	ia5R_f1	ia5R_f2	ia5R_f3	ia5R_f4	ia5R_%0	ia5R_%1	ia5R_%2	ia5R_%3	ia5R_%4	ia5G_v0	ia5G_v1	ia5G_v2	ia5G_v3	ia5G_v4	ia5G_f0	ia5G_f1	ia5G_f2	ia5G_f3	ia5G_f4	ia5G_%0	ia5G_%1	ia5G_%2	ia5G_%3	ia5G_%4	ia5B_v0	ia5B_v1	ia5B_v2	ia5B_v3	ia5B_v4	ia5B_f0	ia5B_f1	ia5B_f2	ia5B_f3	ia5B_f4	ia5B_%0	ia5B_%1	ia5B_%2	ia5B_%3	ia5B_%4
1	178	9.388264	83.695989	9.388264	83.695989	1.379881	0.464824	12.000000	9.000000	2.000000	5.000000	6.000000	65.000000	16.000000	15.000000	14.000000	14.000000	36.516854	8.988764	8.426966	7.865169	7.865169	0.911569	0.143354	27.000000	355.000000	3.000000	6.000000	359.000000	19.000000	11.000000	10.000000	9.000000	6.000000	10.674157	6.179775	5.617978	5.056180	3.370787	4450	100	94	53	91.120000	0	249	248	250	247	2575	467	284	141	134	57	10	6	3	3	0	255	254	253	252	2575	257	202	81	80	57	5	4	1	1	0	175	183	173	106	2575	30	27	24	21	57	0	0	0	0
1	187	11.100259	78.028035	1.711995	5.667955	2.199290	0.289278	12.000000	6.000000	4.000000	3.000000	10.000000	67.000000	23.000000	15.000000	13.000000	13.000000	35.828877	12.299465	8.021390	6.951872	6.951872	0.917911	0.127987	9.000000	359.000000	0.000000	355.000000	2.000000	9.000000	8.000000	8.000000	7.000000	7.000000	4.812834	4.278075	4.278075	3.743316	3.743316	4675	95	88	52	85.989000	0	249	248	250	247	2811	442	287	200	130	60	9	6	4	2	0	254	253	252	255	2811	169	151	148	147	60	3	3	3	3	0	228	79	89	127	2811	26	23	22	20	60	0	0	0	0
1	142	8.541206	64.590387	2.559054	13.437648	0.974456	-0.126909	12.000000	3.000000	4.000000	2.000000	11.000000	46.000000	24.000000	12.000000	11.000000	10.000000	32.394366	16.901408	8.450704	7.746479	7.042254	0.732748	0.085948	13.000000	19.000000	18.000000	14.000000	12.000000	7.000000	6.000000	5.000000	5.000000	5.000000	4.929577	4.225352	3.521127	3.521127	3.521127	3550	92	86	53	84.032000	0	249	248	250	247	2171	312	203	201	88	61	8	5	5	2	0	255	252	251	254	2171	115	101	94	91	61	3	2	2	2	0	245	243	173	82	2171	29	27	17	17	61	0	0	0	0
1	139	6.892009	65.828504	1.649196	1.238117	0.185105	-0.088563	12.000000	3.000000	2.000000	4.000000	6.000000	35.000000	30.000000	25.000000	11.000000	9.000000	25.179856	21.582734	17.985612	7.913669	6.474820	0.395466	-0.043428	171.000000	170.000000	354.000000	304.000000	284.000000	8.000000	6.000000	4.000000	4.000000	4.000000	5.755396	4.316547	2.877698	2.877698	2.877698	3475	101	95	58	92.576000	0	249	250	248	247	2000	312	249	219	113	57	8	7	6	3	0	250	255	254	252	2000	135	111	100	95	57	3	3	2	2	0	250	247	117	75	2000	49	22	18	17	57	1	0	0	0
1	158	8.157203	54.299537	1.265194	11.528966	0.790662	-0.445634	12.000000	2.000000	3.000000	5.000000	11.000000	47.000000	19.000000	18.000000	11.000000	11.000000	29.746835	12.025316	11.392405	6.962025	6.962025	-0.230715	-0.206353	165.000000	291.000000	164.000000	161.000000	166.000000	17.000000	13.000000	12.000000	8.000000	7.000000	10.759494	8.227848	7.594937	5.063291	4.430380	3950	103	96	57	93.647000	0	249	250	248	247	2232	325	266	231	107	56	8	6	5	2	0	250	254	255	251	2232	150	107	103	83	56	3	2	2	2	0	250	67	84	76	2232	74	23	19	19	56	1	0	0	0
1	127	12.164945	74.012900	4.007742	19.713363	2.708878	0.164922	12.000000	2.000000	3.000000	11.000000	4.000000	61.000000	13.000000	13.000000	13.000000	7.000000	48.031496	10.236220	10.236220	10.236220	5.511811	-0.583338	0.016412	156.000000	157.000000	159.000000	158.000000	165.000000	28.000000	21.000000	5.000000	5.000000	4.000000	22.047244	16.535433	3.937008	3.937008	3.149606	3175	127	122	80	118.707000	0	249	250	248	247	1503	463	339	250	111	47	14	10	7	3	0	254	250	255	252	1503	175	170	143	143	47	5	5	4	4	0	250	247	171	245	1503	77	22	20	18	47	2	0	0	0
1	159	9.400502	61.633411	2.764443	12.379489	1.385739	-0.218492	12.000000	5.000000	6.000000	10.000000	2.000000	58.000000	13.000000	12.000000	12.000000	11.000000	36.477987	8.176101	7.547170	7.547170	6.918239	-0.354433	-0.046502	149.000000	150.000000	317.000000	147.000000	310.000000	7.000000	7.000000	6.000000	6.000000	5.000000	4.402516	4.402516	3.773585	3.773585	3.144654	3975	85	81	53	79.004000	0	250	249	248	247	2559	351	290	179	90	64	8	7	4	2	0	250	254	252	251	2559	218	117	90	81	64	5	2	2	2	0	250	247	163	134	2559	141	20	16	15	64	3	0	0	0
1	108	16.734146	64.812195	7.333644	3.178784	4.895824	-0.120039	12.000000	11.000000	10.000000	8.000000	9.000000	72.000000	9.000000	8.000000	7.000000	3.000000	66.666667	8.333333	7.407407	6.481481	2.777778	-0.416607	-0.009533	165.000000	313.000000	178.000000	316.000000	175.000000	5.000000	5.000000	5.000000	4.000000	4.000000	4.629630	4.629630	4.629630	3.703704	3.703704	2700	91	88	60	85.705000	0	249	250	248	247	1689	284	246	153	55	62	10	9	5	2	0	250	254	255	252	1689	145	93	79	78	62	5	3	2	2	0	250	162	183	142	1689	104	13	12	11	62	3	0	0	0
1	110	11.498675	59.070263	5.235471	5.741932	2.389983	-0.297877	12.000000	3.000000	4.000000	6.000000	2.000000	49.000000	18.000000	8.000000	8.000000	6.000000	44.545455	16.363636	7.272727	7.272727	5.454545	-0.424465	-0.231041	177.000000	179.000000	165.000000	178.000000	163.000000	7.000000	6.000000	6.000000	5.000000	5.000000	6.363636	5.454545	5.454545	4.545455	4.545455	2750	102	97	71	95.531000	0	250	249	248	247	1590	388	259	110	45	57	14	9	4	1	0	250	252	254	253	1590	230	109	98	80	57	8	3	3	2	0	250	247	245	243	1590	172	24	15	15	57	6	0	0	0
1	133	7.858976	79.670708	3.639699	20.600446	0.647922	0.340154	12.000000	3.000000	2.000000	4.000000	8.000000	35.000000	23.000000	15.000000	10.000000	10.000000	26.315789	17.293233	11.278195	7.518797	7.518797	-0.653281	0.221997	139.000000	165.000000	158.000000	147.000000	135.000000	10.000000	8.000000	7.000000	7.000000	6.000000	7.518797	6.015038	5.263158	5.263158	4.511278	3325	100	94	63	92.260000	0	250	249	248	247	1925	337	262	171	82	57	10	7	5	2	0	250	253	254	255	1925	215	99	96	93	57	6	2	2	2	0	250	247	77	163	1925	156	18	18	15	57	4	0	0	0
